City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Santa Cruz,BO,2022-05-01 01:23:24,-17.8,-63.1667,71.06,88,0,4.61
295,Pilikwe,BW,2022-05-01 01:23:25,-22.799,27.1938,68.23,43,99,4.34
296,Riom,FR,2022-05-01 01:23:25,45.9167,2.9167,34.45,95,86,1.01
297,Baherden,TM,2022-05-01 01:23:26,38.4362,57.4316,65.41,70,100,0.98
298,Plouzane,FR,2022-05-01 01:23:27,48.3833,-4.6167,46.45,100,75,6.91
299,Kapchorwa,UG,2022-05-01 01:23:27,1.3965,34.4509,56.66,88,100,3.44
300,Belfast,GB,2022-05-01 01:23:27,54.5833,-5.9333,51.62,87,75,16.11
301,Peterhead,GB,2022-05-01 01:23:28,57.5058,-1.7981,46.8,97,100,14.18
302,Serebryansk,KZ,2022-05-01 01:23:29,49.6925,83.2892,54.75,55,100,6.87
303,Karacabey,TR,2022-05-01 01:21:01,40.2152,28.4038,53.98,93,100,5.75
304,Apatou,GF,2022-05-01 01:23:29,5.155,-54.3472,72.23,96,46,2.82
305,Shoranur,IN,2022-05-01 01:23:30,10.7667,76.2833,81.03,88,98,1.86
306,Bulz,RO,2022-05-01 01:23:30,46.9167,22.6833,45.91,80,86,4.23
307,Pahalgam,IN,2022-05-01 01:23:31,34.0333,75.3333,48.83,63,21,7.23
308,Marawi,PH,2022-05-01 01:23:31,7.9986,124.2928,77.41,75,37,3.18
309,Seinajoki,FI,2022-05-01 01:22:36,62.7945,22.8282,34.34,77,0,3.44
310,Yugorsk,RU,2022-05-01 01:22:05,61.3133,63.3319,30.96,67,14,7.92
311,Mongo,TD,2022-05-01 01:23:32,12.1844,18.693,89.55,38,76,5.79
312,Sorland,NO,2022-05-01 01:23:33,67.667,12.6934,38.14,86,100,20.11
313,Hansot,IN,2022-05-01 01:23:33,21.5833,72.8,82.44,79,4,12.35
314,Alta,NO,2022-05-01 01:23:34,69.9689,23.2717,27.19,80,100,1.14
315,Sur,OM,2022-05-01 01:23:34,22.5667,59.5289,86.07,60,100,4.27
316,Bangassou,CF,2022-05-01 01:23:35,4.7413,22.8184,68.59,98,100,0.36
317,Jumla,NP,2022-05-01 01:23:35,29.2747,82.1838,54.14,68,38,1.97
318,Abha,SA,2022-05-01 01:23:36,18.2164,42.5053,62.42,47,0,0.0
319,Salinopolis,BR,2022-05-01 01:23:36,-0.6136,-47.3561,76.96,89,85,5.73
320,Luce,FR,2022-05-01 01:24:37,48.4369,1.4636,43.56,78,100,3.0
321,La Baule-Escoublac,FR,2022-05-01 01:24:38,47.2922,-2.364,49.71,91,0,3.44
322,Severnoye,RU,2022-05-01 01:24:38,56.3491,78.3619,35.94,60,100,13.73
323,Lusambo,CD,2022-05-01 01:24:39,-4.9667,23.45,69.94,97,100,1.95
324,Basoko,CD,2022-05-01 01:24:39,1.2391,23.616,70.7,96,100,1.77
325,Richards Bay,ZA,2022-05-01 01:24:40,-28.783,32.0377,63.79,84,0,9.04
326,Vestmannaeyjar,IS,2022-05-01 01:22:56,63.4427,-20.2734,45.57,81,35,15.75
327,Geraldton,AU,2022-05-01 01:24:41,-28.7667,114.6,72.01,43,0,12.66
328,Arroio Grande,BR,2022-05-01 01:24:41,-32.2375,-53.0869,55.18,88,100,4.59
329,Riyadh,SA,2022-05-01 01:22:09,24.6877,46.7219,73.54,28,0,5.53
330,Hofn,IS,2022-05-01 01:24:42,64.2539,-15.2082,48.6,51,99,8.99
331,Krasnoselkup,RU,2022-05-01 01:24:42,65.7,82.4667,26.58,94,100,17.4
332,Yar-Sale,RU,2022-05-01 01:24:43,66.8333,70.8333,15.13,86,82,9.73
333,Inhambane,MZ,2022-05-01 01:24:43,-23.865,35.3833,66.38,89,0,5.66
334,Choszczno,PL,2022-05-01 01:24:44,53.169,15.4205,44.24,82,22,4.5
335,Raska,RS,2022-05-01 01:24:45,43.2872,20.6153,48.47,92,39,1.21
336,Pondicherry,IN,2022-05-01 01:24:45,11.93,79.83,83.88,82,100,11.39
337,Letlhakane,BW,2022-05-01 01:24:46,-21.4167,25.5833,66.76,43,4,8.37
338,Sao Sebastiao,BR,2022-05-01 01:24:47,-23.76,-45.4097,70.2,89,100,5.73
339,The Valley,AI,2022-05-01 01:24:47,18.217,-63.0578,78.66,79,100,8.37
340,Dalvik,IS,2022-05-01 01:24:47,65.9702,-18.5286,44.53,79,11,13.18
341,Hamilton,US,2022-05-01 01:22:40,39.1834,-84.5333,69.26,77,0,16.11
342,Lagos,NG,2022-05-01 01:21:54,6.5833,3.75,80.92,87,100,2.86
343,Iguape,BR,2022-05-01 01:24:48,-24.7081,-47.5553,70.99,86,97,6.6
344,Husavik,IS,2022-05-01 01:24:49,66.0449,-17.3389,44.44,76,6,7.58
345,Quepos,CR,2022-05-01 01:24:49,9.4236,-84.1652,77.34,90,100,2.82
346,Sao Gabriel Da Cachoeira,BR,2022-05-01 01:24:50,-0.1303,-67.0892,73.44,98,100,0.85
347,Nisia Floresta,BR,2022-05-01 01:24:50,-6.0911,-35.2086,80.98,81,97,9.78
348,Kalmar,SE,2022-05-01 01:24:51,56.6616,16.3616,31.93,100,75,1.14
349,Mwense,ZM,2022-05-01 01:24:51,-10.3845,28.698,68.5,72,100,4.38
350,Tall Kayf,TR,2022-05-01 01:24:52,37.0833,41.0667,62.37,73,100,12.93
351,Lebowakgomo,ZA,2022-05-01 01:24:52,-24.2,29.5,56.3,80,3,4.59
352,Itaituba,BR,2022-05-01 01:20:28,-4.2761,-55.9836,73.99,97,98,0.94
353,Porto Velho,BR,2022-05-01 01:24:53,-8.7619,-63.9039,75.25,94,20,3.44
354,Baran,IN,2022-05-01 01:24:49,25.1,76.5167,87.44,38,0,6.82
355,Robertsport,LR,2022-05-01 01:24:54,6.7533,-11.3686,81.61,80,36,4.85
356,Teguise,ES,2022-05-01 01:24:54,29.0605,-13.564,61.02,82,0,8.05
357,Chocope,PE,2022-05-01 01:24:55,-7.7914,-79.2217,61.65,82,64,10.16
358,Betma,IN,2022-05-01 01:24:55,22.6833,75.6167,81.55,48,0,12.48
359,Colquiri,BO,2022-05-01 01:24:56,-17.4167,-67.1333,39.47,82,40,4.9
360,Grand Gaube,MU,2022-05-01 01:24:57,-20.0064,57.6608,75.6,86,14,1.99
361,Borovoy,RU,2022-05-01 01:24:57,55.4333,86.0833,49.28,81,0,11.18
362,Havoysund,NO,2022-05-01 01:24:58,70.9963,24.6622,28.63,85,100,10.76
363,Pula,HR,2022-05-01 01:24:59,44.8683,13.8481,57.76,51,0,8.05
364,Gelibolu,TR,2022-05-01 01:24:59,40.4103,26.6708,53.46,85,59,7.58
365,Murbad,IN,2022-05-01 01:26:00,19.25,73.4,79.48,70,0,1.54
366,Carmelo,UY,2022-05-01 01:26:00,-33.9892,-58.2856,48.85,80,52,2.33
367,Moose Factory,CA,2022-05-01 01:25:22,51.2585,-80.6094,37.4,64,0,10.36
368,Galle,LK,2022-05-01 01:26:01,6.0367,80.217,81.66,83,100,12.39
369,Bohmte,DE,2022-05-01 01:26:02,52.3667,8.3167,49.82,81,88,3.78
370,Tazovskiy,RU,2022-05-01 01:26:02,67.4667,78.7,11.7,91,20,7.85
371,Sao Desiderio,BR,2022-05-01 01:26:03,-12.3633,-44.9733,69.96,54,93,4.9
372,Gwanda,ZW,2022-05-01 01:26:03,-20.9333,29.0,62.67,52,7,8.28
373,Sinjar,IQ,2022-05-01 01:26:04,36.3209,41.8754,65.23,63,100,15.26
374,Camacha,PT,2022-05-01 01:26:05,33.0833,-16.3333,60.22,88,40,11.5
375,Willowmore,ZA,2022-05-01 01:26:06,-33.2926,23.4895,50.2,65,18,3.11
376,Ronneby,SE,2022-05-01 01:26:06,56.21,15.276,41.5,100,100,3.44
377,Menongue,AO,2022-05-01 01:26:07,-14.6585,17.691,57.09,67,7,5.26
378,Bohicon,BJ,2022-05-01 01:26:07,7.1783,2.0667,76.24,86,13,4.9
379,Sandy Bay,AU,2022-05-01 01:26:08,-42.913,147.3532,62.26,67,75,12.66
380,Shankargarh,IN,2022-05-01 01:26:09,25.1833,81.6167,81.91,55,1,9.86
381,Osinki,RU,2022-05-01 01:26:09,52.8432,49.5132,38.08,88,13,11.36
382,Necochea,AR,2022-05-01 01:26:10,-38.5473,-58.7368,48.18,56,41,10.0
383,Barcelona,ES,2022-05-01 01:26:10,41.3888,2.159,64.72,82,20,4.61
384,Vallenar,CL,2022-05-01 01:26:11,-28.5708,-70.7581,63.86,58,0,2.17
385,Qandala,SO,2022-05-01 01:26:12,11.472,49.8728,85.06,73,29,1.03
386,Mazabuka,ZM,2022-05-01 01:26:13,-15.856,27.748,56.35,64,5,2.39
387,Agadir,MA,2022-05-01 01:26:14,30.4202,-9.5982,61.25,50,0,4.83
388,Dubki,RU,2022-05-01 01:26:14,43.0225,46.8372,48.6,90,32,4.14
389,Amol,IR,2022-05-01 01:26:15,36.4696,52.3507,61.52,95,100,5.68
390,Odry,CZ,2022-05-01 01:26:15,49.6626,17.8308,52.88,65,100,2.84
391,Jalu,LY,2022-05-01 01:26:16,29.0331,21.5482,75.61,20,97,10.2
392,Upington,ZA,2022-05-01 01:26:17,-28.4478,21.2561,43.18,87,0,2.3
393,Harper,LR,2022-05-01 01:26:17,4.375,-7.7169,79.16,85,100,4.45
394,Salaya,IN,2022-05-01 01:26:18,22.3167,69.6,81.73,87,0,12.46
395,Scarborough,GB,2022-05-01 01:26:18,54.2797,-0.4044,47.79,87,100,8.01
396,Mahon,ES,2022-05-01 01:26:19,39.8885,4.2658,59.56,67,0,4.61
397,Corner Brook,CA,2022-05-01 01:26:19,48.9667,-57.9484,39.36,99,100,1.48
398,Mehran,IR,2022-05-01 01:26:20,33.1222,46.1646,76.15,31,13,5.73
399,Kulhudhuffushi,MV,2022-05-01 01:26:21,6.6221,73.07,84.74,73,100,15.68
400,Diffa,NE,2022-05-01 01:26:21,13.3154,12.6113,85.35,42,97,6.93
401,La Palma,US,2022-05-01 01:22:56,33.8464,-118.0467,82.92,48,0,11.5
402,Kilindoni,TZ,2022-05-01 01:26:22,-7.9139,39.6668,79.7,80,53,16.42
403,Bastia,FR,2022-05-01 01:26:22,42.6667,9.3333,60.3,60,75,6.91
404,Cahors,FR,2022-05-01 01:26:23,44.4167,1.3333,48.87,76,100,3.29
405,Bojnurd,IR,2022-05-01 01:26:24,37.4747,57.329,57.15,82,75,6.91
406,Dubai,AE,2022-05-01 01:23:47,25.2582,55.3047,79.05,61,0,6.91
407,Gidam,IN,2022-05-01 01:26:25,18.9833,81.4,81.43,45,24,1.43
408,Camocim,BR,2022-05-01 01:26:25,-2.9022,-40.8411,76.62,89,100,6.04
409,Genthin,DE,2022-05-01 01:26:26,52.4,12.1667,51.26,82,87,4.56
410,Pimentel,PE,2022-05-01 01:26:27,-6.8367,-79.9342,66.33,87,77,16.17
411,Lukh,RU,2022-05-01 01:26:27,57.0124,42.2584,28.54,71,6,5.57
412,La Rioja,ES,2022-05-01 01:27:28,42.25,-2.5,42.58,79,100,4.34
413,Camabatela,AO,2022-05-01 01:27:28,-8.1881,15.375,61.56,93,98,2.33
414,Gondar,ET,2022-05-01 01:27:29,12.6,37.4667,65.43,48,12,4.41
415,Moshkovo,RU,2022-05-01 01:27:29,55.3053,83.6104,45.5,83,100,14.79
416,Malkapur,IN,2022-05-01 01:27:30,20.8833,76.2,85.14,43,5,11.65
417,Rafraf,TN,2022-05-01 01:27:31,37.1904,10.1837,55.71,84,17,8.81
418,Tashla,RU,2022-05-01 01:27:31,51.7716,52.7427,45.39,50,86,2.44
419,Bridlington,GB,2022-05-01 01:27:32,54.0831,-0.1919,51.89,91,100,4.85
420,Coihaique,CL,2022-05-01 01:26:36,-45.5752,-72.0662,44.55,87,0,4.61
421,Eenhana,,2022-05-01 01:27:32,-17.4667,16.3333,64.89,49,71,6.35
422,Charlottesville,US,2022-05-01 01:24:31,38.0293,-78.4767,57.85,70,0,4.61
423,Kabanga,TZ,2022-05-01 01:27:33,-2.6386,30.4678,56.97,97,34,2.39
424,Jacareacanga,BR,2022-05-01 01:27:34,-6.2222,-57.7528,73.35,96,87,2.17
425,Canandaigua,US,2022-05-01 01:23:39,42.8742,-77.288,47.3,51,100,2.89
426,Rio Gallegos,AR,2022-05-01 01:27:34,-51.6226,-69.2181,39.25,81,0,5.75
427,Pervomayskiy,RU,2022-05-01 01:27:35,53.2485,40.2871,32.92,70,0,5.32
428,Krasnyy Profintern,RU,2022-05-01 01:27:36,57.7446,40.435,26.62,68,20,6.53
429,Labytnangi,RU,2022-05-01 01:27:36,66.6572,66.4183,9.86,92,20,8.1
430,Ust-Ishim,RU,2022-05-01 01:27:37,57.6935,71.1665,34.12,62,100,5.55
431,Breves,BR,2022-05-01 01:27:37,-1.6822,-50.4803,74.21,97,100,3.65
432,Tandalti,SD,2022-05-01 01:27:38,13.0167,31.8667,82.4,8,3,7.11
433,Tchollire,CM,2022-05-01 01:27:39,8.4022,14.1698,73.81,83,100,4.05
434,Dhankuta,NP,2022-05-01 01:27:39,26.9833,87.3333,66.49,70,99,3.29
435,Padang,ID,2022-05-01 01:27:40,-0.9492,100.3543,78.85,88,100,4.83
436,Nalut,LY,2022-05-01 01:27:40,30.3333,10.85,65.7,26,21,2.73
437,Artyom,AZ,2022-05-01 01:27:40,40.4723,50.333,57.34,88,100,15.99
438,Sainte-Suzanne,RE,2022-05-01 01:27:41,-20.9061,55.6089,75.42,66,75,9.22
439,Seoni,IN,2022-05-01 01:27:41,22.0833,79.5333,85.23,22,0,4.43
440,Edd,ER,2022-05-01 01:27:42,13.9297,41.6925,86.74,61,100,8.41
441,Bouca,CF,2022-05-01 01:27:43,6.5105,18.2733,70.83,88,100,3.49
442,Banda Aceh,ID,2022-05-01 01:27:43,5.5577,95.3222,83.1,77,73,6.17
443,Chauny,FR,2022-05-01 01:27:44,49.6151,3.2186,38.44,93,95,4.68
444,Rockland,US,2022-05-01 01:24:18,41.1668,-74.0496,56.08,46,3,0.85
445,Farafangana,MG,2022-05-01 01:27:44,-22.8167,47.8333,69.73,90,4,6.6
446,Grenada,ES,2022-05-01 01:25:10,37.1882,-3.6067,53.91,69,0,0.0
447,Moratuwa,LK,2022-05-01 01:27:45,6.773,79.8816,84.22,83,100,6.85
448,Eydhafushi,MV,2022-05-01 01:27:46,5.1033,73.0708,84.49,75,100,14.81
449,Bongandanga,CD,2022-05-01 01:27:46,1.5,21.05,69.22,98,100,0.29
450,Fomboni,KM,2022-05-01 01:27:47,-12.28,43.7425,80.83,79,100,16.22
451,Qaqortoq,GL,2022-05-01 01:27:47,60.7167,-46.0333,35.44,86,26,5.73
452,Bela,IN,2022-05-01 01:27:48,25.9333,81.9833,79.93,61,1,14.34
453,Kyabe,TD,2022-05-01 01:27:48,9.4515,18.9449,85.08,48,94,6.96
454,Oudtshoorn,ZA,2022-05-01 01:27:49,-33.5907,22.2014,50.36,83,57,1.28
455,Lamu,KE,2022-05-01 01:27:49,-2.2717,40.902,82.62,82,90,14.07
456,Uruguaiana,BR,2022-05-01 01:27:49,-29.7547,-57.0883,62.53,88,100,4.61
457,Bitlis,TR,2022-05-01 01:27:50,38.5,42.25,46.67,80,100,3.24
458,Polunochnoye,RU,2022-05-01 01:28:51,60.8697,60.4153,28.06,76,14,5.99
459,Nsanje,MW,2022-05-01 01:28:51,-16.92,35.262,62.62,94,0,1.14
460,Atar,MR,2022-05-01 01:27:23,20.5169,-13.0499,79.18,15,76,5.55
461,Ruhengeri,RW,2022-05-01 01:28:52,-1.4998,29.635,55.53,97,25,0.74
462,Manacapuru,BR,2022-05-01 01:28:52,-3.2997,-60.6206,75.74,92,97,2.84
463,Saint-Georges,GD,2022-05-01 01:28:53,12.0564,-61.7485,80.28,78,20,19.57
464,Uinskoye,RU,2022-05-01 01:28:54,56.8817,56.5813,36.07,61,100,2.84
465,Sal Rei,CV,2022-05-01 01:28:54,16.1833,-22.9167,70.39,79,83,14.72
466,Skelleftea,SE,2022-05-01 01:28:55,64.7507,20.9528,33.01,66,100,2.3
467,Kyshtovka,RU,2022-05-01 01:28:55,56.555,76.6271,35.69,57,100,13.58
468,Karauli,IN,2022-05-01 01:28:56,26.5,77.0167,88.54,24,56,2.59
469,Goderich,CA,2022-05-01 01:28:57,43.7501,-81.7165,55.72,26,98,17.27
470,Sao Joao Da Barra,BR,2022-05-01 01:28:57,-21.6403,-41.0511,73.53,83,12,1.9
471,Sedlcany,CZ,2022-05-01 01:28:58,49.6606,14.4266,48.96,82,100,3.51
472,Karaton,ID,2022-05-01 01:28:58,-6.3424,106.1045,77.65,87,100,0.78
473,Puerto Madryn,AR,2022-05-01 01:28:59,-42.7692,-65.0385,49.51,65,6,15.88
474,Wolnzach,DE,2022-05-01 01:28:59,48.6038,11.6257,50.5,95,100,3.11
475,Alcaniz,ES,2022-05-01 01:29:00,41.05,-0.1333,57.78,62,100,12.15
476,General Roca,AR,2022-05-01 01:29:00,-39.0333,-67.5833,51.62,38,79,6.98
477,Gobabis,,2022-05-01 01:29:01,-22.45,18.9667,58.19,44,1,12.5
478,Tabou,CI,2022-05-01 01:29:02,4.423,-7.3528,79.59,85,88,3.94
479,Bandundu,CD,2022-05-01 01:29:02,-3.3167,17.3667,72.41,90,82,0.83
480,Trincomalee,LK,2022-05-01 01:29:03,8.5711,81.2335,81.66,80,78,11.61
481,Gornopravdinsk,RU,2022-05-01 01:29:03,60.05,69.9,32.14,62,9,4.63
482,Westport,US,2022-05-01 01:25:05,41.1415,-73.3579,55.89,45,3,3.0
483,Lima,PE,2022-05-01 01:29:04,-12.0432,-77.0282,68.9,72,0,17.27
484,Sharlyk,RU,2022-05-01 01:29:05,52.9167,54.75,41.97,58,13,2.64
485,Turukhansk,RU,2022-05-01 01:29:05,65.8167,87.9833,19.38,89,99,11.05
486,Thompson,CA,2022-05-01 01:24:17,55.7435,-97.8558,35.76,64,100,12.66
487,Mancio Lima,BR,2022-05-01 01:29:06,-7.6142,-72.8958,72.93,94,59,1.72
488,Chintamani,IN,2022-05-01 01:29:06,13.4,78.0667,75.54,53,18,4.03
489,Grand-Santi,GF,2022-05-01 01:29:07,4.25,-54.3833,71.91,97,13,2.37
490,Mahibadhoo,MV,2022-05-01 01:29:08,3.7833,72.9667,84.85,73,100,16.6
491,Freeport,US,2022-05-01 01:29:08,40.6576,-73.5832,57.18,57,0,11.5
492,Do Gonbadan,IR,2022-05-01 01:29:09,30.3586,50.7981,60.89,88,0,2.3
493,Zapolyarnyy,RU,2022-05-01 01:29:09,69.4154,30.8136,22.28,97,32,7.34
494,Sao Miguel Do Araguaia,BR,2022-05-01 01:29:10,-13.275,-50.1628,72.32,51,6,4.5
495,Macas,EC,2022-05-01 01:29:10,-2.3167,-78.1167,64.44,96,80,3.06
496,Nioro,GM,2022-05-01 01:29:11,13.35,-15.75,80.71,39,96,3.91
497,Porto Seguro,BR,2022-05-01 01:29:11,-16.4497,-39.0647,75.72,78,20,2.3
498,Ziarat,PK,2022-05-01 01:29:12,30.3823,67.7282,61.65,16,68,6.76
499,Amapa,BR,2022-05-01 01:29:13,1.0,-52.0,71.2,97,29,1.86
500,Dzerzhinsk,RU,2022-05-01 01:29:13,56.2389,43.4631,28.22,73,0,4.47
501,Tahoua,NE,2022-05-01 01:29:14,14.8888,5.2692,84.76,14,100,4.32
502,Wiarton,CA,2022-05-01 01:29:14,44.7407,-81.1332,49.5,40,100,8.05
503,Andenes,NO,2022-05-01 01:29:15,69.3143,16.1194,30.18,86,100,10.36
504,Boende,CD,2022-05-01 01:29:15,-0.2167,20.8667,71.4,90,100,1.61
505,Ajdabiya,LY,2022-05-01 01:30:16,30.7554,20.2263,71.37,31,100,18.32
506,Joaquim Gomes,BR,2022-05-01 01:30:16,-9.1373,-35.7519,75.45,90,100,3.89
507,Bardiyah,LY,2022-05-01 01:30:17,31.7561,25.0865,63.19,74,31,6.17
508,Ballina,AU,2022-05-01 01:30:17,-28.8667,153.5667,66.38,96,100,5.75
509,Penzance,GB,2022-05-01 01:30:18,50.1186,-5.5371,45.28,77,100,2.42
510,Konya,TR,2022-05-01 01:25:33,38.1667,32.5,49.48,86,78,9.35
511,Mangrol,IN,2022-05-01 01:30:19,21.1167,70.1167,83.12,85,1,8.34
512,Kasongo,CD,2022-05-01 01:30:19,-4.45,26.6667,67.62,99,100,1.86
513,Punta Umbria,ES,2022-05-01 01:30:19,37.1821,-6.9661,63.23,63,0,5.3
514,Gualeguay,AR,2022-05-01 01:30:20,-33.1416,-59.3097,45.52,87,15,2.26
515,Zyryanskoye,RU,2022-05-01 01:30:20,56.8306,86.6258,41.74,73,100,11.01
516,Saqqez,IR,2022-05-01 01:30:21,36.2499,46.2735,48.87,82,70,2.75
517,Isabela,PH,2022-05-01 01:27:41,6.7085,121.9711,86.05,73,95,7.34
518,Morondava,MG,2022-05-01 01:30:21,-20.2833,44.2833,70.27,78,1,10.11
519,Ordzhonikidze,KZ,2022-05-01 01:30:22,52.4411,61.7408,42.12,87,100,7.76
520,Shatrovo,RU,2022-05-01 01:30:23,56.5167,64.6333,38.79,54,93,7.81
521,Oinacu,RO,2022-05-01 01:30:23,43.95,26.0167,46.53,84,3,3.27
522,Rorvik,NO,2022-05-01 01:30:24,64.8621,11.2373,41.02,91,100,6.91
523,Micomeseng,GQ,2022-05-01 01:30:25,2.1462,10.6164,69.12,98,98,1.45
524,Plettenberg Bay,ZA,2022-05-01 01:30:25,-34.0527,23.3716,56.7,77,27,6.87
525,Corn Island,NI,2022-05-01 01:30:26,12.1694,-83.0418,81.14,80,98,15.32
526,Rheinbach,DE,2022-05-01 01:30:27,50.6256,6.9491,44.44,86,18,2.42
527,Norton Shores,US,2022-05-01 01:30:27,43.1689,-86.2639,53.92,73,100,16.11
528,Algiers,DZ,2022-05-01 01:25:37,36.7525,3.042,51.62,82,20,4.61
529,Novocheremshansk,RU,2022-05-01 01:30:28,54.3571,50.1666,35.4,88,14,7.83
530,Uribia,CO,2022-05-01 01:30:28,11.7139,-72.266,84.36,70,100,1.95
531,Riohacha,CO,2022-05-01 01:30:29,11.5444,-72.9072,81.28,85,100,4.81
532,Quelimane,MZ,2022-05-01 01:30:31,-17.8786,36.8883,67.06,94,0,2.19
533,Abu Dhabi,AE,2022-05-01 01:25:36,24.4667,54.3667,78.96,69,0,3.44
534,Puerto Carreno,CO,2022-05-01 01:30:33,6.189,-67.4859,75.45,91,100,2.13
535,Troitsko-Pechorsk,RU,2022-05-01 01:30:33,62.7084,56.1964,29.05,87,100,4.99
536,Sokoni,TZ,2022-05-01 01:30:34,-6.4333,39.55,79.65,79,24,15.43
537,Natal,BR,2022-05-01 01:28:45,-5.795,-35.2094,80.82,78,40,8.05
538,Alappuzha,IN,2022-05-01 01:26:34,9.49,76.3264,83.79,78,82,9.57
539,Kaka,TM,2022-05-01 01:30:35,37.3482,59.6143,66.33,58,99,14.0
540,Santa Rosa De Viterbo,BR,2022-05-01 01:30:35,-21.4728,-47.3631,64.65,82,31,2.91
541,Tibati,CM,2022-05-01 01:30:36,6.4667,12.6333,67.66,95,100,3.2
542,Karachi,PK,2022-05-01 01:25:54,24.9056,67.0822,85.82,58,2,8.05
543,Bubaque,GW,2022-05-01 01:30:37,11.2833,-15.8333,76.98,70,40,6.26
544,Muisne,EC,2022-05-01 01:30:37,0.6,-80.0333,76.86,84,98,6.22
545,Omboue,GA,2022-05-01 01:30:38,-1.5746,9.2618,76.51,93,78,4.88
546,Moisakula,EE,2022-05-01 01:30:38,58.0922,25.1864,30.9,76,48,4.03
547,Ailigandi,PA,2022-05-01 01:30:39,9.2333,-78.0167,79.38,88,100,5.48
548,Mushie,CD,2022-05-01 01:30:39,-3.0167,16.9,71.8,89,82,0.85
549,Roald,NO,2022-05-01 01:30:40,62.5833,6.1333,41.76,71,58,3.51
550,Norden,DE,2022-05-01 01:30:40,53.6,7.2,43.97,82,73,4.07
551,Cruzeiro Do Sul,BR,2022-05-01 01:30:41,-29.5128,-51.9853,62.51,93,100,1.36
552,Camacupa,AO,2022-05-01 01:31:42,-12.0167,17.4833,54.88,73,49,4.79
553,Akot,IN,2022-05-01 01:31:42,21.0964,77.0586,90.36,30,5,9.66
554,Suleja,NG,2022-05-01 01:31:43,9.1758,7.1808,77.99,62,95,2.57
555,Carahue,CL,2022-05-01 01:31:43,-38.7,-73.1667,42.48,80,14,1.28
556,Mbanza-Ngungu,CD,2022-05-01 01:31:44,-5.25,14.8667,68.56,94,100,2.48
557,Gbarnga,LR,2022-05-01 01:31:44,6.9956,-9.4722,73.45,96,100,1.99
558,Gamba,GA,2022-05-01 01:31:45,-2.65,10.0,75.56,93,34,4.05
559,Varhaug,NO,2022-05-01 01:31:45,58.6147,5.6457,40.89,85,0,10.78
560,Vlagtwedde,NL,2022-05-01 01:31:46,53.0275,7.1083,44.85,93,28,2.55
561,Parainen,FI,2022-05-01 01:31:46,60.3067,22.301,39.65,90,83,5.61
562,Samana,DO,2022-05-01 01:31:47,19.2056,-69.3369,73.76,95,96,6.85
563,Paltinis,RO,2022-05-01 01:31:47,48.2167,26.65,43.05,68,96,3.22
564,Rincon,US,2022-05-01 01:31:48,32.296,-81.2354,71.85,64,40,9.22
565,Kawambwa,ZM,2022-05-01 01:31:48,-9.7915,29.0791,62.78,84,100,4.56
566,Raditsa-Krylovka,RU,2022-05-01 01:31:49,53.3171,34.3574,37.96,55,53,2.24
567,Lebyazhye,RU,2022-05-01 01:31:49,55.2689,66.4947,36.63,77,100,11.86
568,George,ZA,2022-05-01 01:31:51,-33.963,22.4617,51.35,82,20,4.61
569,Hetauda,NP,2022-05-01 01:31:51,27.4284,85.0322,72.75,51,90,1.03
570,Dinanagar,IN,2022-05-01 01:31:52,32.15,75.4667,88.77,19,48,7.45
571,Manicore,BR,2022-05-01 01:31:53,-5.8092,-61.3003,74.3,98,98,2.33
572,Chapleau,CA,2022-05-01 01:31:53,47.8405,-83.4034,51.89,20,100,3.44
573,Uyuni,BO,2022-05-01 01:31:54,-20.4597,-66.825,50.0,23,0,4.38
574,Valledupar,CO,2022-05-01 01:29:18,10.4631,-73.2532,79.29,80,100,4.38
575,Uruzgan,AF,2022-05-01 01:31:54,32.8333,66.0,71.78,19,100,3.67
576,Ilhabela,BR,2022-05-01 01:31:55,-23.7781,-45.3581,70.99,86,100,4.99
577,Georgiyevka,KZ,2022-05-01 01:31:55,43.0369,74.7114,64.44,52,0,11.18
578,Terra Santa,BR,2022-05-01 01:31:56,-2.1042,-56.4869,74.3,97,76,2.21
579,Strezhevoy,RU,2022-05-01 01:31:56,60.7333,77.5889,32.83,58,10,1.59
580,Caaguazu,PY,2022-05-01 01:31:57,-25.45,-56.0167,67.24,98,97,2.8
581,Outjo,,2022-05-01 01:31:58,-20.1167,16.15,59.38,50,4,5.17
582,Morant Bay,JM,2022-05-01 01:31:58,17.8815,-76.4093,82.02,86,26,10.04
583,Uglovka,RU,2022-05-01 01:31:59,58.2392,33.5108,29.91,76,100,6.46
584,Biltine,TD,2022-05-01 01:31:59,14.5333,20.9167,86.94,14,68,6.98
