City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
318,Maturin,VE,81.19,Clouds,9.75,-63.1767,Hotel Residencial La Pichincha
319,Omboue,GA,79.03,Clouds,-1.5746,9.2618,Hotel Olako
321,Iralaya,HN,82.22,Clouds,15.0,-83.2333,Iglesia morava renovada
323,Candolim,IN,84.2,Clouds,15.5181,73.7626,Resort Terra Paraiso
326,Aguimes,ES,64.65,Clouds,27.9054,-15.4461,Hotel Villa de Aguimes
328,Dakar,SN,70.68,Clouds,14.6937,-17.4441,Novotel Dakar
329,Touba,CI,75.34,Rain,8.2833,-7.6833,Hotel de L'Amitié Vraie
331,Waycross,US,84.45,Clear,31.2136,-82.354,Super 8 by Wyndham Waycross GA
332,Puri,IN,81.12,Clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
333,Afua,BR,74.3,Clouds,-0.1567,-50.3867,Hotel Dias
334,Ambilobe,MG,72.59,Clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
336,Coromandel,BR,65.73,Clouds,-18.4733,-47.2003,Hotel Dona Adélia
344,Pasni,PK,82.8,Clear,25.2631,63.471,Kashmiri Hotal
347,Hualmay,PE,66.83,Clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
349,Morant Bay,JM,85.62,Clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
351,Valparaiso,CL,61.03,Clear,-33.0393,-71.6273,Hotel Ultramar
352,Buraydah,SA,79.25,Clear,26.326,43.975,Mövenpick Qassim
357,Tamandare,BR,77.16,Clouds,-8.7597,-35.1047,Pousada 100 Passos
359,Kaputa,ZM,67.46,Clouds,-8.4689,29.6619,Chelelwa Charlets
360,Laguna,US,83.28,Clear,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
361,Praia Da Vitoria,PT,63.75,Clouds,38.7333,-27.0667,Hotel Branco I
365,Bengkulu,ID,75.76,Clouds,-3.8004,102.2655,Grage Hotel Bengkulu
367,Lima,PE,71.91,Clear,-12.0432,-77.0282,Hotel Kamana
368,Colares,PT,60.3,Clouds,38.7992,-9.4469,Arribas Sintra Hotel
369,Morondava,MG,72.32,Clear,-20.2833,44.2833,La Case Bambou
371,Isiro,CD,65.7,Clouds,2.7739,27.616,Guest House Hewa Bora
373,Huntington,US,77.9,Clouds,38.4193,-82.4452,Ramada Limited Huntington
374,Kavaratti,IN,83.95,Clouds,10.5669,72.642,Hotels in Lakshadweep Islands
376,Mitsamiouli,KM,80.96,Clouds,-11.3847,43.2844,Foyer ADM
378,Huescar,ES,64.11,Clouds,37.811,-2.5412,Hotel El Maño
379,Dingle,PH,80.1,Clouds,10.9995,122.6711,SEGAYA PROPERTY
380,Pipar,IN,86.36,Clouds,26.3856,73.5378,Aadam Mansion
381,Olinda,BR,78.53,Mist,-8.0089,-34.8553,Flat Quatro Rodas Olinda
385,Pala,TD,84.6,Clouds,9.3642,14.9046,Nectar Hôtel de Pala
386,Kasongo,CD,68.07,Rain,-4.45,26.6667,Guest Hôtel
390,Santa Rita,BR,79.47,Clouds,-7.1139,-34.9781,Infinity Motel
391,Picota,PE,84.69,Clouds,-6.9197,-76.3304,Hospedaje Vanessa
394,Sarkand,KZ,69.76,Clouds,45.41,79.9186,Гостиница Сарканд
395,Mayumba,GA,78.13,Rain,-3.432,10.6554,LIKWALE LODGE
396,Garissa,KE,78.57,Clouds,-0.4536,39.6401,Sharif Plaza Hotel
398,Bandarbeyla,SO,83.08,Clouds,9.4942,50.8122,JABIR HOTEL
400,Fethiye,TR,64.27,Clouds,36.6217,29.1164,Club & Hotel Letoonia
401,Luanda,AO,76.05,Clouds,-8.8368,13.2343,EPIC SANA Luanda
404,Abha,SA,62.42,Clear,18.2164,42.5053,Abha Hotel
405,Burla,IN,76.93,Clouds,21.5,83.8667,VSSUT Guest House
406,Kodinar,IN,81.41,Clear,20.7903,70.7031,residency of N.B vadhel
407,Nouakchott,MR,67.93,Clear,18.0858,-15.9785,HOTEL IMAN
408,Gibara,CU,81.72,Clouds,21.1097,-76.1317,Sol y Mar
411,Durban,ZA,65.01,Clear,-29.8579,31.0292,Hilton Durban
413,Lethem,GY,82.56,Clouds,3.3803,-59.7968,Savannah Inn
414,Kant,IN,83.3,Clear,27.8,79.8,Haseeb Khan shatreng
416,Biltine,TD,89.64,Clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
417,Uga,NG,75.34,Clouds,5.9358,7.0793,Hotel De Sunroute Akokwa
419,Beachwood,US,65.75,Clouds,41.4645,-81.5087,Hampton Inn & Suites Cleveland-Beachwood
420,Oranjestad,AW,82.35,Clouds,12.524,-70.027,Divi Village Golf & Beach Resort
421,Slidell,US,84.99,Clear,30.2752,-89.7812,Hampton Inn Slidell
422,Caravelas,BR,74.82,Clear,-17.7125,-39.2481,Pousada dos Navegantes
427,Jamai,IN,84.69,Clouds,22.2,78.5833,Veeru photography
428,Santarem,BR,80.73,Clouds,-2.4431,-54.7083,Hotel Imperador
435,Kismayo,SO,80.38,Rain,-0.3582,42.5454,Agan-Hotel
437,Ladario,BR,83.64,Clouds,-19.0047,-57.6017,Hotel Fazenda 4 cantos
440,Eyl,SO,83.44,Rain,7.9803,49.8164,Amiin Hotel
441,Feijo,BR,77.32,Clouds,-8.1642,-70.3536,Hotel e Restaurante Aҫai
443,Atar,MR,85.28,Clear,20.5169,-13.0499,Oumou Elghoura
444,Demba,CD,67.32,Clouds,-5.51,22.2667,Guest House Du Cinquantenaire
446,Chabahar,IR,82.22,Clear,25.2919,60.643,هتل گدروشیا
447,Acari,PE,70.97,Clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
450,Natal,BR,80.82,Clouds,-5.795,-35.2094,Villa Park Hotel | Natal
451,Rondonopolis,BR,78.42,Clouds,-16.4708,-54.6356,Serras Hotel
452,Umuarama,BR,70.38,Clear,-23.7664,-53.325,Hotel Caiuá
453,Port Said,EG,67.98,Clear,31.2565,32.2841,Aracan Hotel
461,Balkanabat,TM,63.84,Clouds,39.5108,54.3671,Nebitchi Hotel
465,Letlhakane,BW,60.82,Clear,-21.4167,25.5833,Motswedi Hotel
467,Khash,IR,64.6,Clear,28.2211,61.2158,خوابگاه آبجی محدثه
468,Cobija,BO,79.84,Clouds,-11.0267,-68.7692,Hotel Obelisco
469,Dzaoudzi,YT,80.49,Clouds,-12.7887,45.2699,Le Rocher
470,Yambio,SS,68.83,Clouds,4.5721,28.3955,Naivasha Hotel
471,Nijar,ES,61.65,Clear,36.9665,-2.206,La Casa del Cine
474,Azare,NG,90.0,Clouds,11.6765,10.1948,Mallam Ayuba Compound
475,Manta,EC,78.58,Clouds,-0.95,-80.7333,Balandra Hotel
